Thread ID: -608599848
Total: 0.053116

 %self     total     self     wait    child    calls  name
  0.05      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#sanitize_sql_hash_for_conditions
  0.05      0.00     0.00     0.00     0.00        7  ActiveRecord::ConnectionAdapters::AbstractAdapter#log_info
  0.05      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#replace_bind_variables
  0.05      0.00     0.00     0.00     0.00       19  I18n::Backend::Simple::Implementation#initialized?
  0.05      0.00     0.00     0.00     0.00        7  SQLite3::Statement#close
  0.05      0.00     0.00     0.00     0.00       11  <Class::ActionController::Base>#allow_forgery_protection
  0.05      0.00     0.00     0.00     0.00        5  ActionView::Helpers::AssetTagHelper#rails_asset_id
  0.05      0.00     0.00     0.00     0.00        9  ActionView::Helpers::FormBuilder#objectify_options
  0.05      0.00     0.00     0.00     0.00       11  SimpleForm::Inputs::Base#input_type
  0.05      0.00     0.00     0.00     0.00       34  Symbol#===
  0.05      0.00     0.00     0.00     0.00        3  Array#map!
  0.05      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_template_class
  0.05      0.00     0.00     0.00     0.00       10  Kernel#Array
  0.05      0.00     0.00     0.00     0.00       10  SimpleForm::Inputs::Base#object
  0.05      0.00     0.00     0.00     0.00        5  SimpleForm::Components::Errors#error
  0.04      0.00     0.00     0.00     0.00        5  SimpleForm::Components::Errors#errors
  0.04      0.00     0.00     0.00     0.00        5  ActiveSupport::CoreExtensions::String::Inflections#camelize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Response#each
  0.04      0.00     0.00     0.00     0.00        7  ActiveRecord::ConnectionAdapters::SQLiteAdapter#select
  0.04      0.00     0.00     0.00     0.00        4  ActiveSupport::CoreExtensions::Hash::IndifferentAccess#with_indifferent_access
  0.04      0.00     0.00     0.00     0.00       19  I18n::Backend::Simple::Implementation#translations
  0.04      0.00     0.00     0.00     0.00        2  ActiveRecord::Calculations::ClassMethods#calculate
  0.04      0.00     0.00     0.00     0.00        5  String#scan
  0.04      0.00     0.00     0.00     0.00        8  Task(id: integer, name: string, done: boolean, created_at: datetime, updated_at: datetime, list_id: integer)#id
  0.04      0.00     0.00     0.00     0.00        7  SQLite3::Statement#columns
  0.04      0.00     0.00     0.00     0.00       10  Exception#set_backtrace
  0.04      0.00     0.00     0.00     0.00       15  <Class::ActionController::Base>#relative_url_root
  0.04      0.00     0.00     0.00     0.00        6  ActionView::Renderable#method_name_without_locals
  0.04      0.00     0.00     0.00     0.00        5  <Class::ActiveRecord::Base>#add_group!
  0.04      0.00     0.00     0.00     0.00       26  String#include?
  0.04      0.00     0.00     0.00     0.00       24  Fixnum#+
  0.04      0.00     0.00     0.00     0.00        4  ActionView::Helpers::UrlHelper#confirm_javascript_function
  0.04      0.00     0.00     0.00     0.00        6  ActionController::Request#port
  0.04      0.00     0.00     0.00     0.00        3  ActiveSupport::Callbacks::CallbackChain#run
  0.04      0.00     0.00     0.00     0.00        7  SQLite3::Statement#bind_params
  0.04      0.00     0.00     0.00     0.00       22  Array#+
  0.04      0.00     0.00     0.00     0.00        6  ActionController::Request#host_with_port
  0.04      0.00     0.00     0.00     0.00        4  ActionView::Helpers::FormBuilder#hidden_field
  0.04      0.00     0.00     0.00     0.00        9  ActiveSupport::SafeBuffer#+
  0.04      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationProxy#set_belongs_to_association_for
  0.04      0.00     0.00     0.00     0.00       12  Set#empty?
  0.04      0.00     0.00     0.00     0.00        9  String#match
  0.04      0.05     0.00     0.00     0.05        1  Rack::Lint#_call
  0.04      0.00     0.00     0.00     0.00       18  Mime::Type#to_s
  0.04      0.00     0.00     0.00     0.00        5  ActionController::RecordIdentifier#dom_id
  0.04      0.00     0.00     0.00     0.00       13  I18n::Config#locale
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Base#render_for_text
  0.04      0.00     0.00     0.00     0.00        6  ActionController::Request#port_string
  0.04      0.00     0.00     0.00     0.00        5  ActionView::Helpers::FormTagHelper#html_options_for_form
  0.04      0.00     0.00     0.00     0.00        6  ActionController::UrlRewriter#rewrite
  0.04      0.05     0.00     0.00     0.05        1  ActionController::Base#process_without_filters
  0.04      0.00     0.00     0.00     0.00        1  ActiveRecord::Associations::AssociationCollection#find
  0.04      0.04     0.00     0.00     0.04        1  ActionView::Base#_render_with_layout
  0.04      0.00     0.00     0.00     0.00        2  ActiveRecord::Calculations::ClassMethods#construct_count_options_from_args
  0.04      0.00     0.00     0.00     0.00       24  Integer#to_i
  0.04      0.00     0.00     0.00     0.00       15  NilClass#blank?
  0.04      0.00     0.00     0.00     0.00       10  SimpleForm::Inputs::Base#object_name
  0.04      0.00     0.00     0.00     0.00        5  SimpleForm::Components::Hints#hint_text
  0.04      0.00     0.00     0.00     0.00        9  SimpleForm::Inputs::Base#required_class
  0.04      0.00     0.00     0.00     0.00       19  <Class::Time>#allocate
  0.04      0.00     0.00     0.00     0.00        8  HashWithIndifferentAccess#update
  0.04      0.00     0.00     0.00     0.00        1  Time#strftime
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Partials#_pick_partial_template
  0.04      0.00     0.00     0.00     0.00        5  ActiveSupport::Inflector#camelize
  0.04      0.00     0.00     0.00     0.00        9  Kernel#to_s
  0.04      0.05     0.00     0.00     0.05        1  ActionController::Session::CookieStore#call
  0.04      0.00     0.00     0.00     0.00        8  ActionView::Base#template_format
  0.04      0.00     0.00     0.00     0.00        7  ActiveRecord::ConnectionAdapters::DatabaseStatements#add_limit_offset!
  0.04      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::ConnectionAdapters::AbstractAdapter>#checkin_callback_chain
  0.04      0.00     0.00     0.00     0.00        5  SimpleForm::Components::Hints#hint
  0.04      0.00     0.00     0.00     0.00        7  ActionController::Request#host
  0.04      0.00     0.00     0.00     0.00        2  ActionView::Helpers::AssetTagHelper#stylesheet_tag
  0.04      0.00     0.00     0.00     0.00        8  <Class::Hash>#[]
  0.04      0.00     0.00     0.00     0.00       10  Exception#initialize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::MimeResponds::Responder#initialize
  0.04      0.00     0.00     0.00     0.00        6  ActionController::Base#rewrite_options
  0.04      0.00     0.00     0.00     0.00        5  SimpleForm::Components::Wrapper#wrapper_tag
  0.04      0.00     0.00     0.00     0.00        3  SimpleForm::Inputs::TextFieldInput#input_html_options
  0.04      0.00     0.00     0.00     0.00        1  Digest::Base#update
  0.03      0.00     0.00     0.00     0.00       11  Module#const_defined?
  0.03      0.00     0.00     0.00     0.00        2  ActiveSupport::Callbacks::Callback#should_run_callback?
  0.03      0.00     0.00     0.00     0.00        4  ActiveSupport::BufferedLogger#auto_flush
  0.03      0.00     0.00     0.00     0.00        3  ActionView::Renderable#compile
  0.03      0.00     0.00     0.00     0.00        7  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all_without_query_cache
  0.03      0.00     0.00     0.00     0.00        2  ActiveRecord::Calculations::ClassMethods#execute_simple_calculation
  0.03      0.00     0.00     0.00     0.00        6  String#=~
  0.03      0.00     0.00     0.00     0.00        4  ActiveRecord::DynamicScopeMatch#initialize
  0.03      0.00     0.00     0.00     0.00        2  ActiveSupport::Inflector#singularize
  0.03      0.00     0.00     0.00     0.00        8  Hash#replace
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Request#normalize_parameters
  0.03      0.00     0.00     0.00     0.00        7  ActiveRecord::ConnectionAdapters::SQLiteAdapter#execute
  0.03      0.00     0.00     0.00     0.00       25  Fixnum#<
  0.03      0.00     0.00     0.00     0.00        3  ActionView::Helpers::AssetTagHelper#javascript_src_tag
  0.03      0.00     0.00     0.00     0.00        4  ActionView::Helpers::FormHelper#hidden_field
  0.03      0.00     0.00     0.00     0.00       13  ActiveRecord::Reflection::AssociationReflection#klass
  0.03      0.00     0.00     0.00     0.00        5  ActiveRecord::Errors#[]
  0.03      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::HasManyAssociation#construct_scope
  0.03      0.00     0.00     0.00     0.00       11  ActionView::Helpers::InstanceTag#error_wrapping
  0.03      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#quote_bound_value
  0.03      0.00     0.00     0.00     0.00        7  <Class::ActiveRecord::Base>#finder_needs_type_condition?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#set_content_length!
  0.03      0.00     0.00     0.00     0.00       14  ActiveSupport::SafeBuffer#html_safe
  0.03      0.00     0.00     0.00     0.00        5  MonitorMixin#mon_check_owner
  0.03      0.00     0.00     0.00     0.00        5  Array#collect!
  0.03      0.00     0.00     0.00     0.00       18  Time#to_f
  0.03      0.04     0.00     0.00     0.04        1  ActionController::MimeResponds::InstanceMethods#respond_to
  0.03      0.00     0.00     0.00     0.00        5  ActionView::Helpers::RecordIdentificationHelper#dom_id
  0.03      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationProxy#initialize
  0.03      0.00     0.00     0.00     0.00       12  ActiveRecord::AttributeMethods::ClassMethods#generated_methods
  0.03      0.00     0.00     0.00     0.00       15  Fixnum#>=
  0.03      0.00     0.00     0.00     0.00        3  ActionController::Request#query_string
  0.03      0.00     0.00     0.00     0.00        3  ActionView::Helpers::AssetTagHelper#expand_javascript_sources
  0.03      0.00     0.00     0.00     0.00        7  SQLite3::Statement#each
  0.03      0.00     0.00     0.00     0.00        4  Array#hash
  0.03      0.05     0.00     0.00     0.05        1  ActiveRecord::QueryCache::ClassMethods#cache
  0.03      0.00     0.00     0.00     0.00        3  ActionView::Base#_set_controller_content_type
  0.03      0.00     0.00     0.00     0.00       12  Array#compact
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Layout#candidate_for_layout?
  0.03      0.00     0.00     0.00     0.00        4  SimpleForm::Inputs::HiddenInput#render
  0.03      0.00     0.00     0.00     0.00        7  Kernel#clone
  0.03      0.00     0.00     0.00     0.00        5  <Class::ActiveRecord::Base>#validate_find_options
  0.03      0.00     0.00     0.00     0.00        2  ActiveRecord::Locking::Optimistic#attributes_from_column_definition
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Response#charset
  0.03      0.00     0.00     0.00     0.00        5  ActiveSupport::BufferedLogger#clear_buffer
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#content_type
  0.03      0.00     0.00     0.00     0.00        5  SimpleForm::Components::Wrapper#wrap
  0.03      0.00     0.00     0.00     0.00        2  ActionView::Helpers::FormBuilder#check_box
  0.03      0.00     0.00     0.00     0.00        4  ActiveSupport::BufferedLogger#info
  0.03      0.00     0.00     0.00     0.00       20  Exception#exception
  0.03      0.00     0.00     0.00     0.00        5  ActiveRecord::AttributeMethods#attribute_before_type_cast
  0.03      0.00     0.00     0.00     0.00        2  ERB::Util#h
  0.03      0.00     0.00     0.00     0.00        2  Module#extend_object
  0.03      0.00     0.00     0.00     0.00        2  Rack::Request#parse_query
  0.03      0.00     0.00     0.00     0.00       11  SimpleForm::MapType#mappings
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#recognize
  0.03      0.00     0.00     0.00     0.00        4  ActionView::Template#path_without_format_and_extension
  0.03      0.00     0.00     0.00     0.00       20  Exception#backtrace
  0.03      0.00     0.00     0.00     0.00       11  <Class::ActiveRecord::Base>#columns_hash
  0.03      0.00     0.00     0.00     0.00        2  ActiveSupport::Callbacks::Callback#evaluate_method
  0.03      0.00     0.00     0.00     0.00        5  ActiveSupport::CoreExtensions::Hash::Keys#stringify_keys!
  0.03      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#read
  0.03      0.00     0.00     0.00     0.00       10  ActionController::Base#logger
  0.03      0.00     0.00     0.00     0.00        1  <Module::ActiveSupport::Cache>#expand_cache_key
  0.03      0.00     0.00     0.00     0.00        5  ActionView::Helpers::InstanceTag#value_before_type_cast
  0.03      0.05     0.00     0.00     0.05        1  ActionController::Filters::InstanceMethods#call_filters
  0.03      0.04     0.00     0.00     0.04        1  ActionController::Base#render_for_file
  0.03      0.00     0.00     0.00     0.00        7  ActionController::Routing::Route#parameter_shell
  0.03      0.04     0.00     0.00     0.04        3  ActionView::Renderable#render_without_template_tracking
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_before_filters
  0.03      0.00     0.00     0.00     0.00        2  <Class::ActionView::Helpers::InstanceTag>#check_box_checked?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#path
  0.03      0.00     0.00     0.00     0.00        5  <Class::ActionController::Base>#perform_caching
  0.03      0.00     0.00     0.00     0.00        5  ActionView::Helpers::AssetTagHelper#determine_source
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::Associations::AssociationCollection#load_target
  0.03      0.00     0.00     0.00     0.00       15  Array#blank?
  0.03      0.00     0.00     0.00     0.00        9  Enumerable#each_with_index
  0.03      0.00     0.00     0.00     0.00        4  ActionView::RenderablePartial#variable_name
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Base#default_template_name
  0.03      0.00     0.00     0.00     0.00        4  MonitorMixin#mon_release
  0.03      0.00     0.00     0.00     0.00        5  SimpleForm::Components::Errors#errors_on_association
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionHandler#connected?
  0.03      0.00     0.00     0.00     0.00       14  Array#compact!
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Base#default_template
  0.03      0.00     0.00     0.00     0.00        4  ActiveSupport::OrderedHash#initialize
  0.03      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::DynamicFinderMatch>#match
  0.03      0.00     0.00     0.00     0.00        1  Class#new_without_capture
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Request#remote_ip
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Request#method
  0.02      0.00     0.00     0.00     0.00        3  ActiveRecord::Reflection::ClassMethods#reflect_on_aggregation
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::ConnectionAdapters::SchemaStatements#table_alias_for
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::NamedScope::ClassMethods#scopes
  0.02      0.00     0.00     0.00     0.00        4  ActiveRecord::Errors#clear
  0.02      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.02      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::Base>#all
  0.02      0.00     0.00     0.00     0.00        1  #<Module:0xb7344164>#lists_path
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#pick_layout
  0.02      0.00     0.00     0.00     0.00        2  ActiveSupport::Callbacks::Callback#call
  0.02      0.00     0.00     0.00     0.00        1  ActionView::RenderablePartial#render
  0.02      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#parse_nested_query
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::Associations::AssociationProxy#merge_options_from_reflection!
  0.02      0.05     0.00     0.00     0.05        1  ActionController::Integration::Runner#get
  0.02      0.00     0.00     0.00     0.00        4  <Module::I18n>#locale
  0.02      0.00     0.00     0.00     0.00        3  ActionController::Session::AbstractStore::OptionsHash#[]
  0.02      0.00     0.00     0.00     0.00        4  ActionController::Layout#default_template_format
  0.02      0.00     0.00     0.00     0.00        9  SimpleForm::Inputs::Base#initialize
  0.02      0.00     0.00     0.00     0.00        4  ActiveRecord::Errors#initialize
  0.02      0.00     0.00     0.00     0.00       15  SQLite3::Statement#done?
  0.02      0.00     0.00     0.00     0.00        6  ActionController::Routing::RouteSet#build_expiry
  0.02      0.00     0.00     0.00     0.00        3  SimpleForm::Inputs::TextFieldInput#input
  0.02      0.00     0.00     0.00     0.00        4  MonitorMixin#mon_acquire
  0.02      0.00     0.00     0.00     0.00       18  <Class::Thread>#critical=
  0.02      0.00     0.00     0.00     0.00        5  ActiveSupport::BufferedLogger#flush
  0.02      0.00     0.00     0.00     0.00        3  ActionView::Helpers::FormHelper#text_field
  0.02      0.05     0.00     0.00     0.05        1  ActionController::Flash::InstanceMethods#perform_action
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Base#attributes_from_column_definition_without_lock
  0.02      0.00     0.00     0.00     0.00        6  ActionView::Base#template=
  0.02      0.00     0.00     0.00     0.00        4  #<Module:0xb7344164>#hash_for_list_task_url
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#initialize
  0.02      0.00     0.00     0.00     0.00        4  HashWithIndifferentAccess#include?
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Partials#render_partial
  0.02      0.00     0.00     0.00     0.00        6  SimpleForm::Inputs::Base#column
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#requestify
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#log_processing_for_parameters
  0.02      0.00     0.00     0.00     0.00        2  List(id: integer, name: string, created_at: datetime, updated_at: datetime)#done_tasks
  0.02      0.00     0.00     0.00     0.00        8  ActionController::Base#request
  0.02      0.00     0.00     0.00     0.00        7  <Object::Object>#[]
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Base#quoted_id
  0.02      0.00     0.00     0.00     0.00        3  <Class::ActionController::Base>#view_paths
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Calculations::ClassMethods#column_for
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#request_origin
  0.02      0.00     0.00     0.00     0.00        5  Hash#==
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base#initialize
  0.02      0.00     0.00     0.00     0.00        9  ActiveRecord::Reflection::MacroReflection#name
  0.02      0.00     0.00     0.00     0.00        3  ActionController::PolymorphicRoutes#polymorphic_path
  0.02      0.00     0.00     0.00     0.00        4  ActionController::UrlRewriter#rewrite_authentication
  0.02      0.05     0.00     0.00     0.05        1  ActiveRecord::QueryCache#call
  0.02      0.00     0.00     0.00     0.00        6  ActionController::Request#symbolized_path_parameters
  0.02      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::DynamicScopeMatch>#match
  0.02      0.00     0.00     0.00     0.00        5  Module#private_method_defined?
  0.02      0.00     0.00     0.00     0.00        7  String#upcase
  0.02      0.05     0.00     0.00     0.05        1  ActionController::Dispatcher#dispatch
  0.02      0.00     0.00     0.00     0.00        5  SimpleForm::Inputs::Base#template
  0.02      0.00     0.00     0.00     0.00        7  <Class::SQLite3::Statement>#allocate
  0.02      0.00     0.00     0.00     0.00        3  ActionView::Template#mime_type
  0.02      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#connected?
  0.02      0.00     0.00     0.00     0.00        4  <Module::I18n>#default_locale
  0.02      0.00     0.00     0.00     0.00        4  ActionController::StringCoercion::UglyBody#method_missing
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionView::Base>#process_view_paths
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Partials#_unmemoized__pick_partial_template
  0.02      0.00     0.00     0.00     0.00        2  ActiveSupport::Inflector#underscore
  0.02      0.00     0.00     0.00     0.00        7  <Class::Mime::Type>#lookup
  0.02      0.00     0.00     0.00     0.00        2  SimpleForm::Inputs::MappingInput#input_method
  0.02      0.00     0.00     0.00     0.00       10  Mime::Type#to_sym
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base#view_paths=
  0.02      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::Base>#columns
  0.02      0.00     0.00     0.00     0.00        5  <Class::ActiveRecord::Base>#default_select
  0.02      0.00     0.00     0.00     0.00        1  MonitorMixin::ConditionVariable#signal
  0.02      0.00     0.00     0.00     0.00        2  Kernel#catch
  0.02      0.00     0.00     0.00     0.00        7  Array#uniq
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#handle_conditional_get!
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base#_copy_ivars_from_controller
  0.02      0.00     0.00     0.00     0.00       10  <Class::Task(id: integer, name: string, done: boolean, created_at: datetime, updated_at: datetime, list_id: integer)>#primary_key
  0.02      0.00     0.00     0.00     0.00        5  Rack::Request#initialize
  0.02      0.00     0.00     0.00     0.00        4  ActionController::Request#request_method
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#to_plain_segments
  0.02      0.00     0.00     0.00     0.00       10  Float#-
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#default_charset
  0.02      0.00     0.00     0.00     0.00       10  MatchData#pre_match
  0.02      0.00     0.00     0.00     0.00        4  ActionView::Helpers::JavaScriptHelper#escape_javascript
  0.02      0.00     0.00     0.00     0.00        8  <Class::ActiveSupport::Inflector::Inflections>#instance
  0.02      0.00     0.00     0.00     0.00        9  Fixnum#*
  0.02      0.00     0.00     0.00     0.00       10  String#safe_concat
  0.02      0.00     0.00     0.00     0.00        7  Kernel#inspect
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base::CompiledTemplates#_run_erb_app47views47lists47_form46html46erb_locals_form_object
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Calculations::ClassMethods#count
  0.02      0.00     0.00     0.00     0.00        2  SimpleForm::Inputs::MappingInput#input
  0.02      0.00     0.00     0.00     0.00        1  Array#sort!
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_shortcuts
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::CookieStore#prepare!
  0.02      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#expand_hash_conditions_for_aggregates
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_value
  0.02      0.00     0.00     0.00     0.00        1  ActiveRecord::Associations::AssociationCollection#find_target
  0.02      0.05     0.00     0.00     0.05        1  ActiveRecord::ConnectionAdapters::ConnectionManagement#call
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Reflection::AssociationReflection#check_validity_of_inverse!
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Request#request_uri
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#content_type=
  0.02      0.05     0.00     0.00     0.05        1  ActiveRecord::ConnectionAdapters::QueryCache#cache
  0.02      0.05     0.00     0.00     0.05        1  <Class::ActionController::Base>#call
  0.02      0.00     0.00     0.00     0.00        4  ActiveSupport::CoreExtensions::String::Inflections#humanize
  0.02      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#descends_from_active_record?
  0.02      0.00     0.00     0.00     0.00       14  Kernel#freeze
  0.02      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#expand_range_bind_variables
  0.02      0.00     0.00     0.00     0.00        3  Array#delete_if
  0.02      0.00     0.00     0.00     0.00        5  ActiveRecord::AttributeMethods#read_attribute_before_type_cast
  0.02      0.05     0.00     0.00     0.05        1  ActionController::Routing::RouteSet#call
  0.02      0.00     0.00     0.00     0.00        1  Rack::Lint#check_headers
  0.02      0.00     0.00     0.00     0.00        1  Symbol#to_proc
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#action_has_layout?
  0.02      0.00     0.00     0.00     0.00        1  Rack::Request#GET
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#initialize_current_url
  0.02      0.00     0.00     0.00     0.00        4  ActiveRecord::Reflection::AssociationReflection#has_inverse?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionUtils#stale_session_check!
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Base#attribute_present?
  0.02      0.00     0.00     0.00     0.00        1  <Class::Proc>#new
  0.02      0.05     0.00     0.00     0.05        1  ActionController::Base#perform_action_without_filters
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Helpers::FormHelper#check_box
  0.02      0.00     0.00     0.00     0.00        8  Hash#regular_writer
  0.02      0.00     0.00     0.00     0.00        7  Kernel#String
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking::ClassMethods#benchmark
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::AttributeMethods#read_attribute
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_one
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base#initialize_without_template_tracking
  0.02      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionPool#connected?
  0.02      0.00     0.00     0.00     0.00        3  Mime::Type::AcceptItem#==
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#default_layout
  0.02      0.00     0.00     0.00     0.00        3  ActionView::Base#_evaluate_assigns_and_ivars
  0.02      0.00     0.00     0.00     0.00        1  Module#blankslate_original_append_features
  0.02      0.00     0.00     0.00     0.00        2  ActionController::Request#parameters
  0.02      0.00     0.00     0.00     0.00        6  ActionController::Routing::Route#significant_keys
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Session::AbstractStore::SessionHash#exists?
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Helpers::AssetTagHelper#expand_stylesheet_sources
  0.02      0.00     0.00     0.00     0.00        3  ActiveRecord::Reflection::ClassMethods#reflections
  0.02      0.00     0.00     0.00     0.00        6  <Class::ActiveRecord::Base>#inheritance_column
  0.02      0.00     0.00     0.00     0.00        7  SQLite3::Statement#column_count
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Flash::InstanceMethods#flash
  0.02      0.00     0.00     0.00     0.00        6  ActionController::Base#params
  0.02      0.00     0.00     0.00     0.00       16  Fixnum#<=>
  0.02      0.00     0.00     0.00     0.00        1  Kernel#lambda
  0.02      0.00     0.00     0.00     0.00        4  HashWithIndifferentAccess#delete
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::HasManyAssociation#owner_quoted_id
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#include
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#etag=
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Response#prepare!
  0.02      0.00     0.00     0.00     0.00        7  <Class::List(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.02      0.04     0.00     0.00     0.04        3  ActionView::Template#render_template
  0.02      0.00     0.00     0.00     0.00        2  ActiveSupport::CoreExtensions::String::Inflections#singularize
  0.02      0.00     0.00     0.00     0.00        8  <Class::Array>#allocate
  0.02      0.00     0.00     0.00     0.00        3  ActionController::RecordIdentifier#plural_class_name
  0.02      0.00     0.00     0.00     0.00        1  <Object::ActionController::Routing::Route>#recognize
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#accepts
  0.02      0.00     0.00     0.00     0.00        7  ActionView::Base#request
  0.02      0.00     0.00     0.00     0.00        6  Float#+
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#active_record_runtime
  0.02      0.00     0.00     0.00     0.00        1  ActiveSupport::Inflector#constantize
  0.02      0.00     0.00     0.00     0.00        6  String#capitalize
  0.02      0.00     0.00     0.00     0.00        4  I18n::Config#default_locale
  0.02      0.00     0.00     0.00     0.00        3  ActionController::PolymorphicRoutes#action_prefix
  0.02      0.00     0.00     0.00     0.00        3  ActiveRecord::Associations::AssociationProxy#respond_to?
  0.02      0.00     0.00     0.00     0.00        2  ActionView::Helpers::TextHelper#auto_link_urls
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Base#quote_value
  0.02      0.00     0.00     0.00     0.00        4  ActionController::Base#view_paths
  0.02      0.05     0.00     0.00     0.05        1  ActionController::Filters::InstanceMethods#perform_action_without_benchmark
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Associations::AssociationCollection#reset_target!
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#log_processing
  0.02      0.00     0.00     0.00     0.00        1  ActionController::StatusCodes#interpret_status
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Layout#find_layout
  0.02      0.00     0.00     0.00     0.00        2  ActiveRecord::Calculations::ClassMethods#type_cast_calculated_value
  0.02      0.05     0.00     0.00     0.05        1  Rack::Lock#call
